"sex" "age" "prov" "n" "E"
"16762" "F" 96 "X83" 0 "85.5"
"16763" "F" 97 "X83" 0 "58"
"16764" "F" 98 "X83" 0 "38"
"16765" "F" 99 "X83" 0 "24.5"
"16766" "F" 100 "X83" 1 "36"
"16868" "F" 0 "X84" 1 "2545"
"16869" "F" 1 "X84" 0 "2442.5"
"16870" "F" 2 "X84" 0 "2423"
"16871" "F" 3 "X84" 0 "2488"
"16872" "F" 4 "X84" 0 "2506"
"16873" "F" 5 "X84" 0 "2539"
"16874" "F" 6 "X84" 1 "2766"
"16875" "F" 7 "X84" 0 "2824"
"16876" "F" 8 "X84" 0 "2755.5"
"16877" "F" 9 "X84" 0 "2731.5"
"16878" "F" 10 "X84" 1 "2703.5"
"16879" "F" 11 "X84" 0 "2695.5"
"16880" "F" 12 "X84" 0 "2719.5"
"16881" "F" 13 "X84" 0 "2819.5"
"16882" "F" 14 "X84" 0 "2885.5"
"16883" "F" 15 "X84" 0 "2879"
"16884" "F" 16 "X84" 0 "2912.5"
"16885" "F" 17 "X84" 0 "3051"
"16886" "F" 18 "X84" 0 "3135.5"
"16887" "F" 19 "X84" 0 "3154.5"
"16888" "F" 20 "X84" 0 "3138"
"16889" "F" 21 "X84" 1 "3143"
"16890" "F" 22 "X84" 0 "3290.5"
"16891" "F" 23 "X84" 0 "3479"
"16892" "F" 24 "X84" 0 "3632.5"
"16893" "F" 25 "X84" 1 "3604"
"16894" "F" 26 "X84" 0 "3487"
"16895" "F" 27 "X84" 0 "3541.5"
"16896" "F" 28 "X84" 0 "3596"
"16897" "F" 29 "X84" 1 "3657"
"16898" "F" 30 "X84" 1 "3643"
"16899" "F" 31 "X84" 0 "3603.5"
"16900" "F" 32 "X84" 0 "3620"
"16901" "F" 33 "X84" 1 "3596"
"16902" "F" 34 "X84" 0 "3617"
"16903" "F" 35 "X84" 1 "3502.5"
"16904" "F" 36 "X84" 1 "3351"
"16905" "F" 37 "X84" 0 "3328.5"
"16906" "F" 38 "X84" 0 "3366"
"16907" "F" 39 "X84" 1 "3272.5"
"16908" "F" 40 "X84" 1 "3035"
"16909" "F" 41 "X84" 0 "2986"
"16910" "F" 42 "X84" 0 "3023.5"
"16911" "F" 43 "X84" 1 "3018"
"16912" "F" 44 "X84" 2 "2948.5"
"16913" "F" 45 "X84" 1 "2803"
"16914" "F" 46 "X84" 2 "2708.5"
"16915" "F" 47 "X84" 3 "2746"
"16916" "F" 48 "X84" 3 "2803.5"
"16917" "F" 49 "X84" 5 "2884.5"
"16918" "F" 50 "X84" 3 "2899"
"16919" "F" 51 "X84" 3 "2915"
"16920" "F" 52 "X84" 2 "2824"
"16921" "F" 53 "X84" 3 "2525"
"16922" "F" 54 "X84" 4 "2378.5"
"16923" "F" 55 "X84" 3 "2297"
"16924" "F" 56 "X84" 4 "2246"
"16925" "F" 57 "X84" 3 "2295"
"16926" "F" 58 "X84" 8 "2521.5"
"16927" "F" 59 "X84" 12 "2769"
"16928" "F" 60 "X84" 2 "2813"
"16929" "F" 61 "X84" 4 "2687"
"16930" "F" 62 "X84" 8 "2547.5"
"16931" "F" 63 "X84" 11 "2562"
"16932" "F" 64 "X84" 11 "2657"
"16933" "F" 65 "X84" 12 "2665.5"
"16934" "F" 66 "X84" 13 "2621"
"16935" "F" 67 "X84" 7 "2644.5"
"16936" "F" 68 "X84" 7 "2779.5"
"16937" "F" 69 "X84" 16 "2656"
"16938" "F" 70 "X84" 12 "2470"
"16939" "F" 71 "X84" 14 "2466.5"
"16940" "F" 72 "X84" 13 "2455.5"
"16941" "F" 73 "X84" 10 "2324"
"16942" "F" 74 "X84" 17 "2199"
"16943" "F" 75 "X84" 17 "2099"
"16944" "F" 76 "X84" 13 "1972.5"
"16945" "F" 77 "X84" 12 "1805.5"
"16946" "F" 78 "X84" 12 "1653"
"16947" "F" 79 "X84" 14 "1315.5"
"16948" "F" 80 "X84" 8 "969.5"
"16949" "F" 81 "X84" 7 "836"
"16950" "F" 82 "X84" 6 "897.5"
"16951" "F" 83 "X84" 10 "1014.5"
"16952" "F" 84 "X84" 10 "971.5"
"16953" "F" 85 "X84" 7 "935"
"16954" "F" 86 "X84" 5 "839.5"
"16955" "F" 87 "X84" 7 "690.5"
"16956" "F" 88 "X84" 6 "607.5"
"16957" "F" 89 "X84" 6 "477"
"16958" "F" 90 "X84" 1 "348.5"
"16959" "F" 91 "X84" 5 "251"
"16960" "F" 92 "X84" 2 "212.5"
"16961" "F" 93 "X84" 2 "178"
"16962" "F" 94 "X84" 1 "124.5"
"16963" "F" 95 "X84" 0 "87.5"
"16964" "F" 96 "X84" 1 "58"
"16965" "F" 97 "X84" 0 "36"
"16966" "F" 98 "X84" 0 "23"
"16967" "F" 99 "X84" 0 "14"
"16968" "F" 100 "X84" 0 "9"
"17070" "F" 0 "X85" 0 "1582.5"
"17071" "F" 1 "X85" 0 "1551.5"
"17072" "F" 2 "X85" 0 "1565.5"
"17073" "F" 3 "X85" 0 "1588"
"17074" "F" 4 "X85" 0 "1608"
"17075" "F" 5 "X85" 0 "1726.5"
"17076" "F" 6 "X85" 0 "1808"
"17077" "F" 7 "X85" 0 "1781.5"
"17078" "F" 8 "X85" 0 "1753"
"17079" "F" 9 "X85" 0 "1721"
"17080" "F" 10 "X85" 0 "1714.5"
"17081" "F" 11 "X85" 0 "1720.5"
"17082" "F" 12 "X85" 0 "1702"
"17083" "F" 13 "X85" 0 "1721"
"17084" "F" 14 "X85" 0 "1745.5"
"17085" "F" 15 "X85" 0 "1815"
"17086" "F" 16 "X85" 0 "1867.5"
"17087" "F" 17 "X85" 0 "1903.5"
"17088" "F" 18 "X85" 0 "1978"
"17089" "F" 19 "X85" 0 "1997.5"
"17090" "F" 20 "X85" 0 "1985"
"17091" "F" 21 "X85" 0 "1935"
"17092" "F" 22 "X85" 0 "1972"
"17093" "F" 23 "X85" 0 "2088"
"17094" "F" 24 "X85" 0 "2134.5"
"17095" "F" 25 "X85" 0 "2163.5"
"17096" "F" 26 "X85" 0 "2175.5"
"17097" "F" 27 "X85" 0 "2163"
"17098" "F" 28 "X85" 0 "2211"
"17099" "F" 29 "X85" 0 "2204.5"
"17100" "F" 30 "X85" 1 "2161"
"17101" "F" 31 "X85" 0 "2159"
"17102" "F" 32 "X85" 1 "2153"
"17103" "F" 33 "X85" 0 "2196.5"
"17104" "F" 34 "X85" 0 "2247.5"
"17105" "F" 35 "X85" 0 "2150"
"17106" "F" 36 "X85" 0 "2079.5"
"17107" "F" 37 "X85" 2 "2086"
"17108" "F" 38 "X85" 1 "2044"
"17109" "F" 39 "X85" 1 "2021.5"
"17110" "F" 40 "X85" 1 "1942"
"17111" "F" 41 "X85" 2 "1835"
"17112" "F" 42 "X85" 3 "1812.5"
"17113" "F" 43 "X85" 0 "1816"
"17114" "F" 44 "X85" 0 "1808"
"17115" "F" 45 "X85" 0 "1731"
"17116" "F" 46 "X85" 2 "1676.5"
"17117" "F" 47 "X85" 0 "1663"
"17118" "F" 48 "X85" 2 "1655.5"
"17119" "F" 49 "X85" 3 "1724.5"
"17120" "F" 50 "X85" 1 "1788"
"17121" "F" 51 "X85" 2 "1784"
"17122" "F" 52 "X85" 3 "1672.5"
"17123" "F" 53 "X85" 0 "1575.5"
"17124" "F" 54 "X85" 1 "1465"
"17125" "F" 55 "X85" 3 "1400"
"17126" "F" 56 "X85" 3 "1388"
"17127" "F" 57 "X85" 1 "1430.5"
"17128" "F" 58 "X85" 4 "1585.5"
"17129" "F" 59 "X85" 1 "1667"
"17130" "F" 60 "X85" 6 "1683.5"
"17131" "F" 61 "X85" 7 "1551"
"17132" "F" 62 "X85" 4 "1436"
"17133" "F" 63 "X85" 3 "1509.5"
"17134" "F" 64 "X85" 4 "1542.5"
"17135" "F" 65 "X85" 3 "1566.5"
"17136" "F" 66 "X85" 7 "1531.5"
"17137" "F" 67 "X85" 5 "1534"
"17138" "F" 68 "X85" 9 "1570"
"17139" "F" 69 "X85" 8 "1509"
"17140" "F" 70 "X85" 3 "1430"
"17141" "F" 71 "X85" 8 "1403"
"17142" "F" 72 "X85" 9 "1379.5"
"17143" "F" 73 "X85" 15 "1335"
"17144" "F" 74 "X85" 10 "1278.5"
"17145" "F" 75 "X85" 9 "1219.5"
"17146" "F" 76 "X85" 8 "1161.5"
"17147" "F" 77 "X85" 17 "1037.5"
"17148" "F" 78 "X85" 3 "946"
"17149" "F" 79 "X85" 7 "837"
"17150" "F" 80 "X85" 5 "626.5"
"17151" "F" 81 "X85" 6 "518"
"17152" "F" 82 "X85" 3 "541"
"17153" "F" 83 "X85" 6 "556"
"17154" "F" 84 "X85" 8 "508.5"
"17155" "F" 85 "X85" 5 "472.5"
"17156" "F" 86 "X85" 5 "431"
"17157" "F" 87 "X85" 4 "371"
"17158" "F" 88 "X85" 7 "304"
"17159" "F" 89 "X85" 3 "243.5"
"17160" "F" 90 "X85" 2 "186"
"17161" "F" 91 "X85" 1 "129.5"
"17162" "F" 92 "X85" 2 "85"
"17163" "F" 93 "X85" 2 "62.5"
"17164" "F" 94 "X85" 1 "52.5"
"17165" "F" 95 "X85" 0 "32.5"
"17166" "F" 96 "X85" 0 "22"
"17167" "F" 97 "X85" 0 "14"
"17168" "F" 98 "X85" 0 "7"
"17169" "F" 99 "X85" 0 "5"
"17170" "F" 100 "X85" 0 "6"
"17272" "F" 0 "X86" 0 "933"
"17273" "F" 1 "X86" 0 "909.5"
"17274" "F" 2 "X86" 0 "907"
"17275" "F" 3 "X86" 0 "955.5"
"17276" "F" 4 "X86" 0 "1005"
"17277" "F" 5 "X86" 0 "997.5"
"17278" "F" 6 "X86" 0 "1045"
"17279" "F" 7 "X86" 0 "1076"
"17280" "F" 8 "X86" 0 "1077.5"
"17281" "F" 9 "X86" 1 "1087"
"17282" "F" 10 "X86" 0 "1074"
"17283" "F" 11 "X86" 0 "1098"
"17284" "F" 12 "X86" 0 "1113.5"
"17285" "F" 13 "X86" 0 "1134"
"17286" "F" 14 "X86" 0 "1151"
"17287" "F" 15 "X86" 0 "1132.5"
"17288" "F" 16 "X86" 0 "1154.5"
"17289" "F" 17 "X86" 0 "1180"
"17290" "F" 18 "X86" 0 "1204"
"17291" "F" 19 "X86" 1 "1229.5"
"17292" "F" 20 "X86" 0 "1214"
"17293" "F" 21 "X86" 0 "1245"
"17294" "F" 22 "X86" 0 "1322.5"
"17295" "F" 23 "X86" 0 "1354"
"17296" "F" 24 "X86" 0 "1361"
"17297" "F" 25 "X86" 0 "1338.5"
"17298" "F" 26 "X86" 0 "1358.5"
"17299" "F" 27 "X86" 0 "1383"
"17300" "F" 28 "X86" 0 "1357.5"
"17301" "F" 29 "X86" 0 "1378"
"17302" "F" 30 "X86" 0 "1418.5"
"17303" "F" 31 "X86" 0 "1398"
"17304" "F" 32 "X86" 1 "1340"
"17305" "F" 33 "X86" 0 "1335"
"17306" "F" 34 "X86" 0 "1378.5"
"17307" "F" 35 "X86" 0 "1384.5"
"17308" "F" 36 "X86" 1 "1300"
"17309" "F" 37 "X86" 1 "1304.5"
"17310" "F" 38 "X86" 0 "1347.5"
"17311" "F" 39 "X86" 1 "1300.5"
"17312" "F" 40 "X86" 1 "1234"
"17313" "F" 41 "X86" 0 "1224"
"17314" "F" 42 "X86" 0 "1187"
"17315" "F" 43 "X86" 0 "1182.5"
"17316" "F" 44 "X86" 0 "1231.5"
"17317" "F" 45 "X86" 1 "1184"
"17318" "F" 46 "X86" 1 "1147"
"17319" "F" 47 "X86" 1 "1154.5"
"17320" "F" 48 "X86" 3 "1192.5"
"17321" "F" 49 "X86" 3 "1221.5"
"17322" "F" 50 "X86" 2 "1192"
"17323" "F" 51 "X86" 1 "1152"
"17324" "F" 52 "X86" 0 "1048.5"
"17325" "F" 53 "X86" 2 "954.5"
"17326" "F" 54 "X86" 2 "873.5"
"17327" "F" 55 "X86" 1 "841"
"17328" "F" 56 "X86" 2 "847.5"
"17329" "F" 57 "X86" 2 "868"
"17330" "F" 58 "X86" 1 "1034"
"17331" "F" 59 "X86" 0 "1174"
"17332" "F" 60 "X86" 4 "1155"
"17333" "F" 61 "X86" 2 "1070.5"
"17334" "F" 62 "X86" 3 "1021"
"17335" "F" 63 "X86" 3 "1029"
"17336" "F" 64 "X86" 3 "1109.5"
"17337" "F" 65 "X86" 2 "1141.5"
"17338" "F" 66 "X86" 2 "1058"
"17339" "F" 67 "X86" 3 "1019"
"17340" "F" 68 "X86" 3 "1084"
"17341" "F" 69 "X86" 2 "1088.5"
"17342" "F" 70 "X86" 3 "1019.5"
"17343" "F" 71 "X86" 5 "989.5"
"17344" "F" 72 "X86" 6 "965.5"
"17345" "F" 73 "X86" 3 "949.5"
"17346" "F" 74 "X86" 2 "919"
"17347" "F" 75 "X86" 5 "852.5"
"17348" "F" 76 "X86" 4 "856"
"17349" "F" 77 "X86" 4 "832.5"
"17350" "F" 78 "X86" 8 "776"
"17351" "F" 79 "X86" 5 "663"
"17352" "F" 80 "X86" 4 "433"
"17353" "F" 81 "X86" 5 "334.5"
"17354" "F" 82 "X86" 4 "360.5"
"17355" "F" 83 "X86" 4 "397.5"
"17356" "F" 84 "X86" 5 "400"
"17357" "F" 85 "X86" 3 "363"
"17358" "F" 86 "X86" 2 "355.5"
"17359" "F" 87 "X86" 3 "297.5"
"17360" "F" 88 "X86" 1 "235"
"17361" "F" 89 "X86" 2 "177"
"17362" "F" 90 "X86" 3 "119.5"
"17363" "F" 91 "X86" 1 "88"
"17364" "F" 92 "X86" 2 "59.5"
"17365" "F" 93 "X86" 0 "37"
"17366" "F" 94 "X86" 0 "26.5"
"17367" "F" 95 "X86" 0 "25"
"17368" "F" 96 "X86" 0 "20.5"
"17369" "F" 97 "X86" 0 "13.5"
"17370" "F" 98 "X86" 0 "7.5"
"17371" "F" 99 "X86" 0 "3.5"
"17372" "F" 100 "X86" 1 "7"
"17474" "F" 0 "X87" 1 "5962"
"17475" "F" 1 "X87" 1 "5866"
"17476" "F" 2 "X87" 0 "5908"
"17477" "F" 3 "X87" 0 "6048"
"17478" "F" 4 "X87" 0 "6231"
"17479" "F" 5 "X87" 0 "6455"
"17480" "F" 6 "X87" 0 "6730.5"
"17481" "F" 7 "X87" 0 "6723.5"
"17482" "F" 8 "X87" 0 "6664"
"17483" "F" 9 "X87" 0 "6759"
"17484" "F" 10 "X87" 0 "6786"
"17485" "F" 11 "X87" 1 "6694"
"17486" "F" 12 "X87" 0 "6589"
"17487" "F" 13 "X87" 0 "6728.5"
"17488" "F" 14 "X87" 0 "6988.5"
"17489" "F" 15 "X87" 1 "6914.5"
"17490" "F" 16 "X87" 0 "6962.5"
"17491" "F" 17 "X87" 0 "7226.5"
"17492" "F" 18 "X87" 0 "7247"
"17493" "F" 19 "X87" 0 "7357.5"
"17494" "F" 20 "X87" 0 "7621"
"17495" "F" 21 "X87" 1 "7694"
"17496" "F" 22 "X87" 0 "7829.5"
"17497" "F" 23 "X87" 0 "8089"
"17498" "F" 24 "X87" 0 "8212.5"
"17499" "F" 25 "X87" 0 "8285.5"
"17500" "F" 26 "X87" 0 "8140.5"
"17501" "F" 27 "X87" 1 "8253"
"17502" "F" 28 "X87" 0 "8436"
"17503" "F" 29 "X87" 3 "8479"
"17504" "F" 30 "X87" 0 "8419"
"17505" "F" 31 "X87" 1 "8358.5"
"17506" "F" 32 "X87" 1 "8459.5"
"17507" "F" 33 "X87" 0 "8435.5"
"17508" "F" 34 "X87" 2 "8500.5"
"17509" "F" 35 "X87" 1 "8363"
"17510" "F" 36 "X87" 3 "8225.5"
"17511" "F" 37 "X87" 2 "8289"
"17512" "F" 38 "X87" 0 "8268"
"17513" "F" 39 "X87" 4 "7971"
"17514" "F" 40 "X87" 2 "7572.5"
"17515" "F" 41 "X87" 3 "7478"
"17516" "F" 42 "X87" 5 "7485"
"17517" "F" 43 "X87" 6 "7449"
"17518" "F" 44 "X87" 3 "7414.5"
"17519" "F" 45 "X87" 7 "7118"
"17520" "F" 46 "X87" 4 "6809"
"17521" "F" 47 "X87" 5 "6688"
"17522" "F" 48 "X87" 7 "6754"
"17523" "F" 49 "X87" 8 "6771.5"
"17524" "F" 50 "X87" 16 "6853"
"17525" "F" 51 "X87" 8 "7049.5"
"17526" "F" 52 "X87" 7 "6801.5"
"17527" "F" 53 "X87" 6 "6007"
"17528" "F" 54 "X87" 6 "5351"
"17529" "F" 55 "X87" 14 "5222.5"
"17530" "F" 56 "X87" 7 "5202.5"
"17531" "F" 57 "X87" 12 "5134.5"
"17532" "F" 58 "X87" 16 "5553"
"17533" "F" 59 "X87" 17 "5987"
"17534" "F" 60 "X87" 19 "5804.5"
"17535" "F" 61 "X87" 23 "5424"
"17536" "F" 62 "X87" 9 "5158.5"
"17537" "F" 63 "X87" 13 "5458"
"17538" "F" 64 "X87" 13 "5740"
"17539" "F" 65 "X87" 27 "5758.5"
"17540" "F" 66 "X87" 30 "5516.5"
"17541" "F" 67 "X87" 21 "5324"
"17542" "F" 68 "X87" 26 "5664.5"
"17543" "F" 69 "X87" 23 "5581.5"
"17544" "F" 70 "X87" 21 "5092"
"17545" "F" 71 "X87" 31 "4872"
"17546" "F" 72 "X87" 32 "4769"
"17547" "F" 73 "X87" 22 "4649"
"17548" "F" 74 "X87" 31 "4561.5"
"17549" "F" 75 "X87" 35 "4408"
"17550" "F" 76 "X87" 31 "4319.5"
"17551" "F" 77 "X87" 31 "4124.5"
"17552" "F" 78 "X87" 37 "3737.5"
"17553" "F" 79 "X87" 46 "2906"
"17554" "F" 80 "X87" 17 "1995"
"17555" "F" 81 "X87" 16 "1683"
"17556" "F" 82 "X87" 21 "1769.5"
"17557" "F" 83 "X87" 30 "1993.5"
"17558" "F" 84 "X87" 14 "1990.5"
"17559" "F" 85 "X87" 16 "1811.5"
"17560" "F" 86 "X87" 19 "1585"
"17561" "F" 87 "X87" 15 "1370.5"
"17562" "F" 88 "X87" 8 "1144"
"17563" "F" 89 "X87" 17 "889.5"
"17564" "F" 90 "X87" 5 "653.5"
"17565" "F" 91 "X87" 4 "481"
"17566" "F" 92 "X87" 4 "378"
"17567" "F" 93 "X87" 6 "268"
"17568" "F" 94 "X87" 2 "156.5"
"17569" "F" 95 "X87" 2 "101.5"
"17570" "F" 96 "X87" 1 "77"
"17571" "F" 97 "X87" 2 "50.5"
"17572" "F" 98 "X87" 2 "34.5"
"17573" "F" 99 "X87" 0 "23"
"17574" "F" 100 "X87" 1 "21.5"
"17676" "F" 0 "X88" 0 "1526"
"17677" "F" 1 "X88" 0 "1561"
"17678" "F" 2 "X88" 0 "1589.5"
"17679" "F" 3 "X88" 0 "1622.5"
"17680" "F" 4 "X88" 0 "1597"
"17681" "F" 5 "X88" 0 "1661"
"17682" "F" 6 "X88" 0 "1755"
"17683" "F" 7 "X88" 0 "1723.5"
"17684" "F" 8 "X88" 0 "1730"
"17685" "F" 9 "X88" 0 "1694.5"
"17686" "F" 10 "X88" 0 "1701"
"17687" "F" 11 "X88" 0 "1769"
"17688" "F" 12 "X88" 0 "1768"
"17689" "F" 13 "X88" 1 "1758.5"
"17690" "F" 14 "X88" 0 "1790.5"
"17691" "F" 15 "X88" 0 "1831.5"
"17692" "F" 16 "X88" 0 "1851"
"17693" "F" 17 "X88" 0 "1895.5"
"17694" "F" 18 "X88" 0 "1924"
"17695" "F" 19 "X88" 1 "1922"
"17696" "F" 20 "X88" 0 "1983"
"17697" "F" 21 "X88" 0 "2036"
"17698" "F" 22 "X88" 0 "2101"
"17699" "F" 23 "X88" 0 "2216.5"
"17700" "F" 24 "X88" 0 "2282.5"
"17701" "F" 25 "X88" 1 "2277"
"17702" "F" 26 "X88" 1 "2236"
"17703" "F" 27 "X88" 2 "2271"
"17704" "F" 28 "X88" 1 "2257"
"17705" "F" 29 "X88" 0 "2237.5"
"17706" "F" 30 "X88" 1 "2282.5"
"17707" "F" 31 "X88" 0 "2294.5"
"17708" "F" 32 "X88" 0 "2283"
"17709" "F" 33 "X88" 1 "2239"
"17710" "F" 34 "X88" 0 "2188.5"
"17711" "F" 35 "X88" 0 "2189.5"
"17712" "F" 36 "X88" 1 "2209.5"
"17713" "F" 37 "X88" 0 "2197"
"17714" "F" 38 "X88" 1 "2219"
"17715" "F" 39 "X88" 1 "2163"
"17716" "F" 40 "X88" 1 "2026.5"
"17717" "F" 41 "X88" 2 "1945"
"17718" "F" 42 "X88" 1 "1963"
"17719" "F" 43 "X88" 1 "1959"
"17720" "F" 44 "X88" 1 "1948"
"17721" "F" 45 "X88" 3 "1913"
"17722" "F" 46 "X88" 1 "1821"
"17723" "F" 47 "X88" 1 "1812.5"
"17724" "F" 48 "X88" 1 "1796"
"17725" "F" 49 "X88" 4 "1881.5"
"17726" "F" 50 "X88" 3 "2009"
"17727" "F" 51 "X88" 2 "2070.5"
"17728" "F" 52 "X88" 4 "1948.5"
"17729" "F" 53 "X88" 2 "1663.5"
"17730" "F" 54 "X88" 3 "1508.5"
"17731" "F" 55 "X88" 2 "1467.5"
"17732" "F" 56 "X88" 1 "1464"
"17733" "F" 57 "X88" 3 "1534"
"17734" "F" 58 "X88" 1 "1714.5"
"17735" "F" 59 "X88" 4 "1859"
"17736" "F" 60 "X88" 2 "1833.5"
"17737" "F" 61 "X88" 4 "1641"
"17738" "F" 62 "X88" 7 "1580"
"17739" "F" 63 "X88" 3 "1637"
"17740" "F" 64 "X88" 3 "1588.5"
"17741" "F" 65 "X88" 7 "1549"
"17742" "F" 66 "X88" 4 "1563.5"
"17743" "F" 67 "X88" 9 "1630"
"17744" "F" 68 "X88" 7 "1685"
"17745" "F" 69 "X88" 6 "1627"
"17746" "F" 70 "X88" 9 "1529.5"
"17747" "F" 71 "X88" 8 "1437.5"
"17748" "F" 72 "X88" 0 "1426.5"
"17749" "F" 73 "X88" 9 "1452"
"17750" "F" 74 "X88" 7 "1438"
"17751" "F" 75 "X88" 9 "1373"
"17752" "F" 76 "X88" 7 "1335.5"
"17753" "F" 77 "X88" 9 "1300"
"17754" "F" 78 "X88" 10 "1205"
"17755" "F" 79 "X88" 10 "983.5"
"17756" "F" 80 "X88" 5 "671"
"17757" "F" 81 "X88" 4 "533"
"17758" "F" 82 "X88" 5 "587.5"
"17759" "F" 83 "X88" 7 "659"
"17760" "F" 84 "X88" 6 "642.5"
"17761" "F" 85 "X88" 10 "618"
"17762" "F" 86 "X88" 8 "610.5"
"17763" "F" 87 "X88" 3 "489.5"
"17764" "F" 88 "X88" 2 "380.5"
"17765" "F" 89 "X88" 4 "279"
"17766" "F" 90 "X88" 4 "227"
"17767" "F" 91 "X88" 2 "180.5"
"17768" "F" 92 "X88" 0 "123"
"17769" "F" 93 "X88" 0 "88"
"17770" "F" 94 "X88" 2 "71"
"17771" "F" 95 "X88" 0 "47"
"17772" "F" 96 "X88" 2 "36.5"
"17773" "F" 97 "X88" 0 "27.5"
"17774" "F" 98 "X88" 1 "13"
"17775" "F" 99 "X88" 0 "6"
"17776" "F" 100 "X88" 0 "10.5"
"17878" "F" 0 "X89" 1 "1998"
"17879" "F" 1 "X89" 0 "1967.5"
"17880" "F" 2 "X89" 0 "1959.5"
"17881" "F" 3 "X89" 1 "2015.5"
"17882" "F" 4 "X89" 0 "2053.5"
"17883" "F" 5 "X89" 0 "2158.5"
"17884" "F" 6 "X89" 0 "2285"
"17885" "F" 7 "X89" 0 "2292"
"17886" "F" 8 "X89" 0 "2310"
"17887" "F" 9 "X89" 0 "2352"
"17888" "F" 10 "X89" 0 "2327.5"
"17889" "F" 11 "X89" 0 "2266.5"
"17890" "F" 12 "X89" 0 "2298.5"
"17891" "F" 13 "X89" 0 "2369.5"
"17892" "F" 14 "X89" 0 "2425.5"
"17893" "F" 15 "X89" 0 "2503"
"17894" "F" 16 "X89" 0 "2606.5"
"17895" "F" 17 "X89" 0 "2668.5"
"17896" "F" 18 "X89" 0 "2704.5"
"17897" "F" 19 "X89" 0 "2795.5"
"17898" "F" 20 "X89" 0 "2861"
"17899" "F" 21 "X89" 0 "2924"
"17900" "F" 22 "X89" 0 "2944.5"
"17901" "F" 23 "X89" 0 "3036"
"17902" "F" 24 "X89" 0 "3214.5"
"17903" "F" 25 "X89" 0 "3268"
"17904" "F" 26 "X89" 0 "3232.5"
"17905" "F" 27 "X89" 0 "3250"
"17906" "F" 28 "X89" 0 "3231"
"17907" "F" 29 "X89" 0 "3177.5"
"17908" "F" 30 "X89" 0 "3086.5"
"17909" "F" 31 "X89" 2 "3037"
"17910" "F" 32 "X89" 0 "3116.5"
"17911" "F" 33 "X89" 0 "3069"
"17912" "F" 34 "X89" 0 "3020"
"17913" "F" 35 "X89" 0 "3047"
"17914" "F" 36 "X89" 0 "3063.5"
"17915" "F" 37 "X89" 0 "3046"
"17916" "F" 38 "X89" 3 "2945"
"17917" "F" 39 "X89" 2 "2843"
"17918" "F" 40 "X89" 1 "2775"
"17919" "F" 41 "X89" 1 "2733"
"17920" "F" 42 "X89" 1 "2639.5"
"17921" "F" 43 "X89" 1 "2641.5"
"17922" "F" 44 "X89" 3 "2719"
"17923" "F" 45 "X89" 0 "2574"
"17924" "F" 46 "X89" 2 "2444.5"
"17925" "F" 47 "X89" 3 "2461.5"
"17926" "F" 48 "X89" 1 "2598"
"17927" "F" 49 "X89" 1 "2640"
"17928" "F" 50 "X89" 4 "2673.5"
"17929" "F" 51 "X89" 2 "2831"
"17930" "F" 52 "X89" 0 "2799"
"17931" "F" 53 "X89" 3 "2597"
"17932" "F" 54 "X89" 8 "2305"
"17933" "F" 55 "X89" 1 "2125.5"
"17934" "F" 56 "X89" 3 "2154"
"17935" "F" 57 "X89" 3 "2194"
"17936" "F" 58 "X89" 4 "2359"
"17937" "F" 59 "X89" 5 "2441.5"
"17938" "F" 60 "X89" 5 "2354"
"17939" "F" 61 "X89" 10 "2144.5"
"17940" "F" 62 "X89" 7 "2004"
"17941" "F" 63 "X89" 6 "2100"
"17942" "F" 64 "X89" 3 "2140.5"
"17943" "F" 65 "X89" 4 "2090.5"
"17944" "F" 66 "X89" 5 "2017.5"
"17945" "F" 67 "X89" 7 "2031.5"
"17946" "F" 68 "X89" 5 "2073"
"17947" "F" 69 "X89" 9 "2025"
"17948" "F" 70 "X89" 10 "1944.5"
"17949" "F" 71 "X89" 7 "1790.5"
"17950" "F" 72 "X89" 8 "1695.5"
"17951" "F" 73 "X89" 6 "1742.5"
"17952" "F" 74 "X89" 8 "1803.5"
"17953" "F" 75 "X89" 15 "1698"
"17954" "F" 76 "X89" 6 "1613"
"17955" "F" 77 "X89" 13 "1599.5"
"17956" "F" 78 "X89" 9 "1479.5"
"17957" "F" 79 "X89" 6 "1224.5"
"17958" "F" 80 "X89" 3 "847.5"
"17959" "F" 81 "X89" 8 "704"
"17960" "F" 82 "X89" 3 "732"
"17961" "F" 83 "X89" 11 "803.5"
"17962" "F" 84 "X89" 9 "774"
"17963" "F" 85 "X89" 7 "723"
"17964" "F" 86 "X89" 7 "684"
"17965" "F" 87 "X89" 7 "544.5"
"17966" "F" 88 "X89" 1 "421.5"
"17967" "F" 89 "X89" 2 "328.5"
"17968" "F" 90 "X89" 0 "245"
"17969" "F" 91 "X89" 2 "183.5"
"17970" "F" 92 "X89" 0 "129.5"
"17971" "F" 93 "X89" 0 "113.5"
"17972" "F" 94 "X89" 0 "72.5"
"17973" "F" 95 "X89" 0 "46"
"17974" "F" 96 "X89" 1 "46"
"17975" "F" 97 "X89" 1 "36"
"17976" "F" 98 "X89" 0 "17"
"17977" "F" 99 "X89" 0 "10.5"
"17978" "F" 100 "X89" 0 "14.5"
"18080" "F" 0 "X90" 0 "1829.5"
"18081" "F" 1 "X90" 0 "1799.5"
"18082" "F" 2 "X90" 0 "1839.5"
"18083" "F" 3 "X90" 0 "1857.5"
"18084" "F" 4 "X90" 0 "1896"
