"sex" "age" "prov" "n" "E"
"1244" "M" 31 "X7" 0 "1045.5"
"1245" "M" 32 "X7" 1 "1071"
"1246" "M" 33 "X7" 0 "1087.5"
"1247" "M" 34 "X7" 0 "1133"
"1248" "M" 35 "X7" 1 "1129.5"
"1249" "M" 36 "X7" 1 "1013.5"
"1250" "M" 37 "X7" 0 "999"
"1251" "M" 38 "X7" 0 "973"
"1252" "M" 39 "X7" 0 "919"
"1253" "M" 40 "X7" 2 "908.5"
"1254" "M" 41 "X7" 1 "876.5"
"1255" "M" 42 "X7" 1 "870"
"1256" "M" 43 "X7" 1 "839.5"
"1257" "M" 44 "X7" 0 "849.5"
"1258" "M" 45 "X7" 0 "879"
"1259" "M" 46 "X7" 0 "843.5"
"1260" "M" 47 "X7" 4 "828.5"
"1261" "M" 48 "X7" 0 "864.5"
"1262" "M" 49 "X7" 1 "869"
"1263" "M" 50 "X7" 0 "895.5"
"1264" "M" 51 "X7" 3 "936"
"1265" "M" 52 "X7" 4 "881.5"
"1266" "M" 53 "X7" 1 "732"
"1267" "M" 54 "X7" 3 "693"
"1268" "M" 55 "X7" 1 "771"
"1269" "M" 56 "X7" 10 "801.5"
"1270" "M" 57 "X7" 5 "802"
"1271" "M" 58 "X7" 4 "799"
"1272" "M" 59 "X7" 2 "817.5"
"1273" "M" 60 "X7" 3 "786.5"
"1274" "M" 61 "X7" 6 "721"
"1275" "M" 62 "X7" 2 "662"
"1276" "M" 63 "X7" 10 "658"
"1277" "M" 64 "X7" 7 "649.5"
"1278" "M" 65 "X7" 15 "629"
"1279" "M" 66 "X7" 8 "628"
"1280" "M" 67 "X7" 7 "623.5"
"1281" "M" 68 "X7" 6 "630"
"1282" "M" 69 "X7" 5 "606"
"1283" "M" 70 "X7" 9 "566"
"1284" "M" 71 "X7" 4 "522.5"
"1285" "M" 72 "X7" 11 "491.5"
"1286" "M" 73 "X7" 6 "473.5"
"1287" "M" 74 "X7" 10 "428"
"1288" "M" 75 "X7" 3 "413.5"
"1289" "M" 76 "X7" 6 "396"
"1290" "M" 77 "X7" 12 "363.5"
"1291" "M" 78 "X7" 5 "328.5"
"1292" "M" 79 "X7" 6 "241"
"1293" "M" 80 "X7" 3 "171.5"
"1294" "M" 81 "X7" 1 "149"
"1295" "M" 82 "X7" 6 "152"
"1296" "M" 83 "X7" 8 "186.5"
"1297" "M" 84 "X7" 5 "183.5"
"1298" "M" 85 "X7" 4 "150"
"1299" "M" 86 "X7" 0 "127.5"
"1300" "M" 87 "X7" 2 "107.5"
"1301" "M" 88 "X7" 5 "91.5"
"1302" "M" 89 "X7" 4 "71"
"1303" "M" 90 "X7" 1 "49.5"
"1304" "M" 91 "X7" 3 "29.5"
"1305" "M" 92 "X7" 0 "23.5"
"1306" "M" 93 "X7" 0 "20"
"1307" "M" 94 "X7" 0 "15"
"1308" "M" 95 "X7" 0 "9"
"1309" "M" 96 "X7" 0 "5"
"1310" "M" 97 "X7" 0 "4"
"1311" "M" 98 "X7" 0 "2.5"
"1312" "M" 99 "X7" 0 "1"
"1313" "M" 100 "X7" 0 "0.5"
"1415" "M" 0 "X8" 0 "792.5"
"1416" "M" 1 "X8" 0 "786.5"
"1417" "M" 2 "X8" 0 "787.5"
"1418" "M" 3 "X8" 0 "796.5"
"1419" "M" 4 "X8" 0 "779"
"1420" "M" 5 "X8" 0 "811"
"1421" "M" 6 "X8" 0 "841"
"1422" "M" 7 "X8" 0 "814.5"
"1423" "M" 8 "X8" 0 "795"
"1424" "M" 9 "X8" 0 "810.5"
"1425" "M" 10 "X8" 0 "797.5"
"1426" "M" 11 "X8" 0 "788"
"1427" "M" 12 "X8" 0 "809.5"
"1428" "M" 13 "X8" 0 "808"
"1429" "M" 14 "X8" 0 "762"
"1430" "M" 15 "X8" 0 "770"
"1431" "M" 16 "X8" 0 "795"
"1432" "M" 17 "X8" 0 "798.5"
"1433" "M" 18 "X8" 0 "833"
"1434" "M" 19 "X8" 1 "859"
"1435" "M" 20 "X8" 0 "901.5"
"1436" "M" 21 "X8" 0 "966.5"
"1437" "M" 22 "X8" 0 "1019.5"
"1438" "M" 23 "X8" 0 "1099"
"1439" "M" 24 "X8" 0 "1216"
"1440" "M" 25 "X8" 0 "1274"
"1441" "M" 26 "X8" 0 "1343"
"1442" "M" 27 "X8" 0 "1415.5"
"1443" "M" 28 "X8" 0 "1426.5"
"1444" "M" 29 "X8" 1 "1479.5"
"1445" "M" 30 "X8" 0 "1557"
"1446" "M" 31 "X8" 0 "1559.5"
"1447" "M" 32 "X8" 2 "1588.5"
"1448" "M" 33 "X8" 0 "1635"
"1449" "M" 34 "X8" 0 "1646.5"
"1450" "M" 35 "X8" 0 "1616"
"1451" "M" 36 "X8" 0 "1574.5"
"1452" "M" 37 "X8" 0 "1571.5"
"1453" "M" 38 "X8" 0 "1562"
"1454" "M" 39 "X8" 0 "1531.5"
"1455" "M" 40 "X8" 0 "1411"
"1456" "M" 41 "X8" 0 "1394"
"1457" "M" 42 "X8" 1 "1413.5"
"1458" "M" 43 "X8" 2 "1342.5"
"1459" "M" 44 "X8" 1 "1340"
"1460" "M" 45 "X8" 0 "1345"
"1461" "M" 46 "X8" 0 "1271.5"
"1462" "M" 47 "X8" 1 "1217.5"
"1463" "M" 48 "X8" 3 "1239.5"
"1464" "M" 49 "X8" 6 "1318.5"
"1465" "M" 50 "X8" 2 "1402"
"1466" "M" 51 "X8" 1 "1464.5"
"1467" "M" 52 "X8" 2 "1461"
"1468" "M" 53 "X8" 2 "1261.5"
"1469" "M" 54 "X8" 3 "1211.5"
"1470" "M" 55 "X8" 7 "1299"
"1471" "M" 56 "X8" 5 "1269.5"
"1472" "M" 57 "X8" 4 "1319"
"1473" "M" 58 "X8" 5 "1436"
"1474" "M" 59 "X8" 9 "1502.5"
"1475" "M" 60 "X8" 5 "1486"
"1476" "M" 61 "X8" 9 "1463"
"1477" "M" 62 "X8" 11 "1428"
"1478" "M" 63 "X8" 11 "1426.5"
"1479" "M" 64 "X8" 15 "1375"
"1480" "M" 65 "X8" 17 "1368"
"1481" "M" 66 "X8" 11 "1371.5"
"1482" "M" 67 "X8" 12 "1301.5"
"1483" "M" 68 "X8" 12 "1363"
"1484" "M" 69 "X8" 16 "1363"
"1485" "M" 70 "X8" 9 "1219.5"
"1486" "M" 71 "X8" 18 "1171"
"1487" "M" 72 "X8" 17 "1108"
"1488" "M" 73 "X8" 15 "1013"
"1489" "M" 74 "X8" 17 "956.5"
"1490" "M" 75 "X8" 11 "930"
"1491" "M" 76 "X8" 12 "890.5"
"1492" "M" 77 "X8" 7 "844.5"
"1493" "M" 78 "X8" 19 "809"
"1494" "M" 79 "X8" 17 "595.5"
"1495" "M" 80 "X8" 8 "386"
"1496" "M" 81 "X8" 6 "357.5"
"1497" "M" 82 "X8" 9 "373.5"
"1498" "M" 83 "X8" 10 "417"
"1499" "M" 84 "X8" 11 "429.5"
"1500" "M" 85 "X8" 9 "401.5"
"1501" "M" 86 "X8" 11 "363.5"
"1502" "M" 87 "X8" 8 "283"
"1503" "M" 88 "X8" 8 "226"
"1504" "M" 89 "X8" 9 "184.5"
"1505" "M" 90 "X8" 8 "142.5"
"1506" "M" 91 "X8" 3 "98"
"1507" "M" 92 "X8" 1 "71.5"
"1508" "M" 93 "X8" 2 "62"
"1509" "M" 94 "X8" 1 "40"
"1510" "M" 95 "X8" 2 "21"
"1511" "M" 96 "X8" 0 "14"
"1512" "M" 97 "X8" 0 "13"
"1513" "M" 98 "X8" 1 "7"
"1514" "M" 99 "X8" 0 "3"
"1515" "M" 100 "X8" 0 "3.5"
"1617" "M" 0 "X9" 0 "934"
"1618" "M" 1 "X9" 0 "917.5"
"1619" "M" 2 "X9" 0 "927"
"1620" "M" 3 "X9" 0 "911.5"
"1621" "M" 4 "X9" 0 "878.5"
"1622" "M" 5 "X9" 0 "897.5"
"1623" "M" 6 "X9" 0 "968.5"
"1624" "M" 7 "X9" 1 "980"
"1625" "M" 8 "X9" 1 "967.5"
"1626" "M" 9 "X9" 0 "965.5"
"1627" "M" 10 "X9" 0 "961"
"1628" "M" 11 "X9" 0 "950.5"
"1629" "M" 12 "X9" 0 "916.5"
"1630" "M" 13 "X9" 0 "914"
"1631" "M" 14 "X9" 0 "958"
"1632" "M" 15 "X9" 0 "997"
"1633" "M" 16 "X9" 0 "1022"
"1634" "M" 17 "X9" 0 "989.5"
"1635" "M" 18 "X9" 0 "974"
"1636" "M" 19 "X9" 1 "1042.5"
"1637" "M" 20 "X9" 0 "1140.5"
"1638" "M" 21 "X9" 0 "1279"
"1639" "M" 22 "X9" 0 "1387.5"
"1640" "M" 23 "X9" 0 "1498"
"1641" "M" 24 "X9" 0 "1647.5"
"1642" "M" 25 "X9" 0 "1768.5"
"1643" "M" 26 "X9" 0 "1854.5"
"1644" "M" 27 "X9" 0 "1921"
"1645" "M" 28 "X9" 0 "1988.5"
"1646" "M" 29 "X9" 0 "2060.5"
"1647" "M" 30 "X9" 0 "2097.5"
"1648" "M" 31 "X9" 1 "2077.5"
"1649" "M" 32 "X9" 0 "2088.5"
"1650" "M" 33 "X9" 0 "2167.5"
"1651" "M" 34 "X9" 1 "2241.5"
"1652" "M" 35 "X9" 1 "2195"
"1653" "M" 36 "X9" 0 "2075.5"
"1654" "M" 37 "X9" 0 "1978"
"1655" "M" 38 "X9" 1 "1877.5"
"1656" "M" 39 "X9" 1 "1834.5"
"1657" "M" 40 "X9" 2 "1845.5"
"1658" "M" 41 "X9" 0 "1784.5"
"1659" "M" 42 "X9" 1 "1768.5"
"1660" "M" 43 "X9" 3 "1751"
"1661" "M" 44 "X9" 0 "1731"
"1662" "M" 45 "X9" 1 "1706"
"1663" "M" 46 "X9" 0 "1670.5"
"1664" "M" 47 "X9" 1 "1650.5"
"1665" "M" 48 "X9" 4 "1676.5"
"1666" "M" 49 "X9" 2 "1733"
"1667" "M" 50 "X9" 3 "1837"
"1668" "M" 51 "X9" 5 "1942.5"
"1669" "M" 52 "X9" 8 "1996.5"
"1670" "M" 53 "X9" 2 "1787.5"
"1671" "M" 54 "X9" 5 "1638.5"
"1672" "M" 55 "X9" 6 "1715"
"1673" "M" 56 "X9" 8 "1749.5"
"1674" "M" 57 "X9" 8 "1838"
"1675" "M" 58 "X9" 10 "1999"
"1676" "M" 59 "X9" 12 "2107"
"1677" "M" 60 "X9" 12 "2079"
"1678" "M" 61 "X9" 12 "1993"
"1679" "M" 62 "X9" 12 "1896"
"1680" "M" 63 "X9" 11 "1893"
"1681" "M" 64 "X9" 16 "1928"
"1682" "M" 65 "X9" 18 "1863.5"
"1683" "M" 66 "X9" 25 "1765.5"
"1684" "M" 67 "X9" 10 "1779"
"1685" "M" 68 "X9" 24 "1815"
"1686" "M" 69 "X9" 20 "1771"
"1687" "M" 70 "X9" 15 "1685"
"1688" "M" 71 "X9" 22 "1601"
"1689" "M" 72 "X9" 26 "1510.5"
"1690" "M" 73 "X9" 24 "1466.5"
"1691" "M" 74 "X9" 25 "1382"
"1692" "M" 75 "X9" 19 "1303.5"
"1693" "M" 76 "X9" 23 "1231"
"1694" "M" 77 "X9" 28 "1171.5"
"1695" "M" 78 "X9" 32 "1117"
"1696" "M" 79 "X9" 21 "844"
"1697" "M" 80 "X9" 12 "548.5"
"1698" "M" 81 "X9" 20 "472"
"1699" "M" 82 "X9" 12 "515"
"1700" "M" 83 "X9" 10 "607"
"1701" "M" 84 "X9" 17 "619"
"1702" "M" 85 "X9" 17 "542"
"1703" "M" 86 "X9" 18 "468"
"1704" "M" 87 "X9" 15 "400.5"
"1705" "M" 88 "X9" 9 "347.5"
"1706" "M" 89 "X9" 6 "261.5"
"1707" "M" 90 "X9" 5 "193.5"
"1708" "M" 91 "X9" 10 "137"
"1709" "M" 92 "X9" 3 "93.5"
"1710" "M" 93 "X9" 4 "67"
"1711" "M" 94 "X9" 2 "54"
"1712" "M" 95 "X9" 1 "39"
"1713" "M" 96 "X9" 1 "22.5"
"1714" "M" 97 "X9" 1 "16"
"1715" "M" 98 "X9" 0 "7.5"
"1716" "M" 99 "X9" 0 "3"
"1717" "M" 100 "X9" 0 "3.5"
"1819" "M" 0 "X10" 1 "3127"
"1820" "M" 1 "X10" 0 "3097"
"1821" "M" 2 "X10" 0 "3162.5"
"1822" "M" 3 "X10" 0 "3149.5"
"1823" "M" 4 "X10" 0 "3094"
"1824" "M" 5 "X10" 1 "3150.5"
"1825" "M" 6 "X10" 0 "3249.5"
"1826" "M" 7 "X10" 0 "3262"
"1827" "M" 8 "X10" 0 "3191.5"
"1828" "M" 9 "X10" 0 "3116.5"
"1829" "M" 10 "X10" 0 "3156"
"1830" "M" 11 "X10" 0 "3205.5"
"1831" "M" 12 "X10" 0 "3124"
"1832" "M" 13 "X10" 0 "3104"
"1833" "M" 14 "X10" 0 "3208.5"
"1834" "M" 15 "X10" 0 "3258.5"
"1835" "M" 16 "X10" 0 "3292.5"
"1836" "M" 17 "X10" 0 "3393.5"
"1837" "M" 18 "X10" 1 "3456"
"1838" "M" 19 "X10" 0 "3478.5"
"1839" "M" 20 "X10" 0 "3729.5"
"1840" "M" 21 "X10" 0 "4118"
"1841" "M" 22 "X10" 0 "4528"
"1842" "M" 23 "X10" 0 "5017"
"1843" "M" 24 "X10" 0 "5488.5"
"1844" "M" 25 "X10" 2 "5854"
"1845" "M" 26 "X10" 0 "6195"
"1846" "M" 27 "X10" 0 "6399"
"1847" "M" 28 "X10" 0 "6407.5"
"1848" "M" 29 "X10" 1 "6434"
"1849" "M" 30 "X10" 0 "6517"
"1850" "M" 31 "X10" 1 "6457"
"1851" "M" 32 "X10" 0 "6653.5"
"1852" "M" 33 "X10" 0 "7052.5"
"1853" "M" 34 "X10" 1 "7145"
"1854" "M" 35 "X10" 3 "6957"
"1855" "M" 36 "X10" 2 "6638"
"1856" "M" 37 "X10" 2 "6402.5"
"1857" "M" 38 "X10" 0 "6242"
"1858" "M" 39 "X10" 0 "6204.5"
"1859" "M" 40 "X10" 0 "6043.5"
"1860" "M" 41 "X10" 1 "5943.5"
"1861" "M" 42 "X10" 3 "5907"
"1862" "M" 43 "X10" 2 "5710.5"
"1863" "M" 44 "X10" 2 "5689.5"
"1864" "M" 45 "X10" 3 "5649.5"
"1865" "M" 46 "X10" 6 "5504"
"1866" "M" 47 "X10" 3 "5479"
"1867" "M" 48 "X10" 5 "5817"
"1868" "M" 49 "X10" 6 "6070"
"1869" "M" 50 "X10" 9 "6250.5"
"1870" "M" 51 "X10" 9 "6625.5"
"1871" "M" 52 "X10" 12 "6806.5"
"1872" "M" 53 "X10" 11 "5938.5"
"1873" "M" 54 "X10" 15 "5401.5"
"1874" "M" 55 "X10" 27 "5708.5"
"1875" "M" 56 "X10" 26 "5657"
"1876" "M" 57 "X10" 23 "5768"
"1877" "M" 58 "X10" 29 "6149.5"
"1878" "M" 59 "X10" 38 "6435.5"
"1879" "M" 60 "X10" 33 "6459.5"
"1880" "M" 61 "X10" 36 "6240"
"1881" "M" 62 "X10" 38 "5820.5"
"1882" "M" 63 "X10" 44 "5714"
"1883" "M" 64 "X10" 44 "5654.5"
"1884" "M" 65 "X10" 36 "5563"
"1885" "M" 66 "X10" 49 "5552"
"1886" "M" 67 "X10" 54 "5565"
"1887" "M" 68 "X10" 59 "5682.5"
"1888" "M" 69 "X10" 79 "5586"
"1889" "M" 70 "X10" 71 "5337.5"
"1890" "M" 71 "X10" 77 "5080"
"1891" "M" 72 "X10" 65 "4756"
"1892" "M" 73 "X10" 65 "4517"
"1893" "M" 74 "X10" 93 "4323"
"1894" "M" 75 "X10" 86 "4213.5"
"1895" "M" 76 "X10" 77 "4067"
"1896" "M" 77 "X10" 98 "3769.5"
"1897" "M" 78 "X10" 66 "3462.5"
"1898" "M" 79 "X10" 56 "2661"
"1899" "M" 80 "X10" 41 "1860"
"1900" "M" 81 "X10" 54 "1641.5"
"1901" "M" 82 "X10" 47 "1662.5"
"1902" "M" 83 "X10" 44 "1795"
"1903" "M" 84 "X10" 48 "1860.5"
"1904" "M" 85 "X10" 50 "1714"
"1905" "M" 86 "X10" 51 "1394.5"
"1906" "M" 87 "X10" 42 "1153.5"
"1907" "M" 88 "X10" 38 "975"
"1908" "M" 89 "X10" 33 "757.5"
"1909" "M" 90 "X10" 18 "592.5"
"1910" "M" 91 "X10" 11 "426"
"1911" "M" 92 "X10" 20 "285"
"1912" "M" 93 "X10" 12 "205.5"
"1913" "M" 94 "X10" 10 "156.5"
"1914" "M" 95 "X10" 2 "103.5"
"1915" "M" 96 "X10" 3 "65"
"1916" "M" 97 "X10" 1 "46.5"
"1917" "M" 98 "X10" 0 "23.5"
"1918" "M" 99 "X10" 1 "17.5"
"1919" "M" 100 "X10" 0 "19"
"2021" "M" 0 "X11" 0 "756.5"
"2022" "M" 1 "X11" 0 "750"
"2023" "M" 2 "X11" 0 "750"
"2024" "M" 3 "X11" 0 "744.5"
"2025" "M" 4 "X11" 0 "754.5"
"2026" "M" 5 "X11" 0 "780"
"2027" "M" 6 "X11" 0 "809"
"2028" "M" 7 "X11" 0 "793.5"
"2029" "M" 8 "X11" 0 "788"
"2030" "M" 9 "X11" 0 "775"
"2031" "M" 10 "X11" 0 "766"
"2032" "M" 11 "X11" 0 "779.5"
"2033" "M" 12 "X11" 0 "753"
"2034" "M" 13 "X11" 0 "773.5"
"2035" "M" 14 "X11" 0 "758.5"
"2036" "M" 15 "X11" 1 "771.5"
"2037" "M" 16 "X11" 0 "827.5"
"2038" "M" 17 "X11" 0 "866"
"2039" "M" 18 "X11" 0 "866.5"
"2040" "M" 19 "X11" 0 "912"
"2041" "M" 20 "X11" 0 "1021"
"2042" "M" 21 "X11" 0 "1090"
"2043" "M" 22 "X11" 0 "1135.5"
"2044" "M" 23 "X11" 1 "1208.5"
"2045" "M" 24 "X11" 1 "1321.5"
"2046" "M" 25 "X11" 0 "1438.5"
"2047" "M" 26 "X11" 0 "1497"
"2048" "M" 27 "X11" 1 "1569"
"2049" "M" 28 "X11" 1 "1569"
"2050" "M" 29 "X11" 0 "1604"
"2051" "M" 30 "X11" 0 "1656.5"
"2052" "M" 31 "X11" 0 "1688"
"2053" "M" 32 "X11" 0 "1774"
"2054" "M" 33 "X11" 1 "1830.5"
"2055" "M" 34 "X11" 0 "1883.5"
"2056" "M" 35 "X11" 0 "1831.5"
"2057" "M" 36 "X11" 1 "1693"
"2058" "M" 37 "X11" 0 "1690.5"
"2059" "M" 38 "X11" 0 "1634.5"
"2060" "M" 39 "X11" 0 "1540.5"
"2061" "M" 40 "X11" 1 "1493"
"2062" "M" 41 "X11" 0 "1431.5"
"2063" "M" 42 "X11" 0 "1406.5"
"2064" "M" 43 "X11" 0 "1395.5"
"2065" "M" 44 "X11" 3 "1335.5"
"2066" "M" 45 "X11" 1 "1330.5"
"2067" "M" 46 "X11" 1 "1296"
"2068" "M" 47 "X11" 0 "1259.5"
"2069" "M" 48 "X11" 2 "1331.5"
"2070" "M" 49 "X11" 4 "1415.5"
"2071" "M" 50 "X11" 5 "1534.5"
"2072" "M" 51 "X11" 3 "1617.5"
"2073" "M" 52 "X11" 2 "1624"
"2074" "M" 53 "X11" 2 "1382"
"2075" "M" 54 "X11" 3 "1247.5"
"2076" "M" 55 "X11" 3 "1345.5"
"2077" "M" 56 "X11" 6 "1333.5"
"2078" "M" 57 "X11" 5 "1426.5"
"2079" "M" 58 "X11" 13 "1564"
"2080" "M" 59 "X11" 4 "1584"
"2081" "M" 60 "X11" 5 "1535"
"2082" "M" 61 "X11" 10 "1426"
"2083" "M" 62 "X11" 12 "1319.5"
"2084" "M" 63 "X11" 10 "1310"
"2085" "M" 64 "X11" 7 "1302"
"2086" "M" 65 "X11" 10 "1299.5"
"2087" "M" 66 "X11" 6 "1320.5"
"2088" "M" 67 "X11" 17 "1327"
"2089" "M" 68 "X11" 19 "1336.5"
"2090" "M" 69 "X11" 9 "1295.5"
"2091" "M" 70 "X11" 22 "1278.5"
"2092" "M" 71 "X11" 18 "1263.5"
"2093" "M" 72 "X11" 23 "1184.5"
"2094" "M" 73 "X11" 20 "1155.5"
"2095" "M" 74 "X11" 16 "1132.5"
"2096" "M" 75 "X11" 17 "1077.5"
"2097" "M" 76 "X11" 35 "1037"
"2098" "M" 77 "X11" 21 "1014"
"2099" "M" 78 "X11" 14 "935.5"
"2100" "M" 79 "X11" 19 "693.5"
"2101" "M" 80 "X11" 13 "506"
"2102" "M" 81 "X11" 13 "442"
"2103" "M" 82 "X11" 12 "437.5"
"2104" "M" 83 "X11" 14 "483.5"
"2105" "M" 84 "X11" 14 "497.5"
"2106" "M" 85 "X11" 18 "483"
"2107" "M" 86 "X11" 10 "422.5"
"2108" "M" 87 "X11" 15 "295.5"
"2109" "M" 88 "X11" 6 "250"
"2110" "M" 89 "X11" 6 "207"
"2111" "M" 90 "X11" 8 "144.5"
"2112" "M" 91 "X11" 2 "103.5"
"2113" "M" 92 "X11" 2 "71"
"2114" "M" 93 "X11" 0 "47.5"
"2115" "M" 94 "X11" 1 "39.5"
"2116" "M" 95 "X11" 1 "31"
"2117" "M" 96 "X11" 0 "17.5"
"2118" "M" 97 "X11" 2 "16.5"
"2119" "M" 98 "X11" 0 "11"
"2120" "M" 99 "X11" 0 "6.5"
"2121" "M" 100 "X11" 0 "5.5"
"2223" "M" 0 "X12" 0 "3606.5"
"2224" "M" 1 "X12" 0 "3635"
"2225" "M" 2 "X12" 0 "3693.5"
"2226" "M" 3 "X12" 0 "3590.5"
"2227" "M" 4 "X12" 0 "3479.5"
"2228" "M" 5 "X12" 0 "3546.5"
"2229" "M" 6 "X12" 0 "3682.5"
"2230" "M" 7 "X12" 0 "3749.5"
"2231" "M" 8 "X12" 1 "3728"
"2232" "M" 9 "X12" 0 "3630"
"2233" "M" 10 "X12" 0 "3660.5"
"2234" "M" 11 "X12" 0 "3687"
"2235" "M" 12 "X12" 1 "3579"
"2236" "M" 13 "X12" 0 "3667"
"2237" "M" 14 "X12" 0 "3796.5"
"2238" "M" 15 "X12" 0 "3896"
"2239" "M" 16 "X12" 0 "4024"
"2240" "M" 17 "X12" 0 "4057.5"
"2241" "M" 18 "X12" 1 "4097"
"2242" "M" 19 "X12" 4 "4185"
"2243" "M" 20 "X12" 0 "4506.5"
"2244" "M" 21 "X12" 1 "4897.5"
"2245" "M" 22 "X12" 0 "5245"
"2246" "M" 23 "X12" 0 "5703.5"
"2247" "M" 24 "X12" 0 "6115"
"2248" "M" 25 "X12" 2 "6270.5"
"2249" "M" 26 "X12" 0 "6406.5"
"2250" "M" 27 "X12" 0 "6556.5"
"2251" "M" 28 "X12" 1 "6585.5"
"2252" "M" 29 "X12" 0 "6655.5"
"2253" "M" 30 "X12" 1 "6847"
"2254" "M" 31 "X12" 0 "6944.5"
"2255" "M" 32 "X12" 0 "7005.5"
"2256" "M" 33 "X12" 1 "7228"
"2257" "M" 34 "X12" 3 "7302.5"
"2258" "M" 35 "X12" 0 "7019.5"
"2259" "M" 36 "X12" 4 "6590.5"
"2260" "M" 37 "X12" 0 "6276.5"
"2261" "M" 38 "X12" 2 "6153"
"2262" "M" 39 "X12" 3 "5922.5"
"2263" "M" 40 "X12" 3 "5690.5"
"2264" "M" 41 "X12" 4 "5633.5"
"2265" "M" 42 "X12" 2 "5565"
"2266" "M" 43 "X12" 8 "5477"
"2267" "M" 44 "X12" 2 "5446.5"
"2268" "M" 45 "X12" 3 "5372.5"
"2269" "M" 46 "X12" 1 "5387.5"
"2270" "M" 47 "X12" 4 "5397"
"2271" "M" 48 "X12" 8 "5541"
"2272" "M" 49 "X12" 12 "5689"
"2273" "M" 50 "X12" 5 "5818.5"
"2274" "M" 51 "X12" 8 "5844.5"
"2275" "M" 52 "X12" 15 "5973.5"
"2276" "M" 53 "X12" 18 "5403.5"
"2277" "M" 54 "X12" 18 "4692.5"
"2278" "M" 55 "X12" 17 "4822.5"
"2279" "M" 56 "X12" 16 "4886.5"
"2280" "M" 57 "X12" 21 "5099"
"2281" "M" 58 "X12" 31 "5450.5"
"2282" "M" 59 "X12" 21 "5625.5"
"2283" "M" 60 "X12" 28 "5487"
"2284" "M" 61 "X12" 32 "5082"
"2285" "M" 62 "X12" 30 "4684.5"
"2286" "M" 63 "X12" 26 "4562.5"
"2287" "M" 64 "X12" 42 "4475"
"2288" "M" 65 "X12" 31 "4248"
"2289" "M" 66 "X12" 39 "4094.5"
"2290" "M" 67 "X12" 41 "3994"
"2291" "M" 68 "X12" 38 "3927"
"2292" "M" 69 "X12" 47 "3702"
"2293" "M" 70 "X12" 39 "3422"
"2294" "M" 71 "X12" 45 "3277.5"
"2295" "M" 72 "X12" 49 "3115"
"2296" "M" 73 "X12" 50 "2892.5"
"2297" "M" 74 "X12" 45 "2698"
"2298" "M" 75 "X12" 44 "2511"
"2299" "M" 76 "X12" 38 "2253.5"
"2300" "M" 77 "X12" 42 "2140"
"2301" "M" 78 "X12" 39 "2046.5"
"2302" "M" 79 "X12" 29 "1525.5"
"2303" "M" 80 "X12" 27 "933"
"2304" "M" 81 "X12" 18 "747"
"2305" "M" 82 "X12" 11 "829"
"2306" "M" 83 "X12" 38 "999"
"2307" "M" 84 "X12" 34 "1024.5"
"2308" "M" 85 "X12" 31 "914.5"
"2309" "M" 86 "X12" 28 "811.5"
"2310" "M" 87 "X12" 25 "668.5"
"2311" "M" 88 "X12" 23 "501.5"
"2312" "M" 89 "X12" 16 "401"
"2313" "M" 90 "X12" 13 "309"
"2314" "M" 91 "X12" 6 "206"
"2315" "M" 92 "X12" 4 "137"
"2316" "M" 93 "X12" 3 "98.5"
"2317" "M" 94 "X12" 5 "73.5"
"2318" "M" 95 "X12" 5 "39.5"
"2319" "M" 96 "X12" 0 "34"
"2320" "M" 97 "X12" 0 "24.5"
"2321" "M" 98 "X12" 0 "18.5"
"2322" "M" 99 "X12" 0 "7.5"
"2323" "M" 100 "X12" 0 "7.5"
"2425" "M" 0 "X13" 0 "2522.5"
"2426" "M" 1 "X13" 0 "2550.5"
"2427" "M" 2 "X13" 0 "2517.5"
"2428" "M" 3 "X13" 0 "2469"
"2429" "M" 4 "X13" 0 "2478.5"
"2430" "M" 5 "X13" 0 "2494.5"
"2431" "M" 6 "X13" 0 "2502.5"
"2432" "M" 7 "X13" 0 "2485.5"
"2433" "M" 8 "X13" 0 "2523"
"2434" "M" 9 "X13" 0 "2524"
"2435" "M" 10 "X13" 0 "2489"
"2436" "M" 11 "X13" 0 "2442"
"2437" "M" 12 "X13" 0 "2419"
"2438" "M" 13 "X13" 0 "2484.5"
"2439" "M" 14 "X13" 0 "2479.5"
"2440" "M" 15 "X13" 0 "2574.5"
"2441" "M" 16 "X13" 0 "2694.5"
"2442" "M" 17 "X13" 0 "2702.5"
"2443" "M" 18 "X13" 0 "2751.5"
"2444" "M" 19 "X13" 1 "2896"
"2445" "M" 20 "X13" 0 "3024.5"
"2446" "M" 21 "X13" 0 "3161"
"2447" "M" 22 "X13" 0 "3426.5"
"2448" "M" 23 "X13" 0 "3769.5"
"2449" "M" 24 "X13" 0 "4028"
"2450" "M" 25 "X13" 0 "4109"
"2451" "M" 26 "X13" 0 "4227"
"2452" "M" 27 "X13" 0 "4375.5"
"2453" "M" 28 "X13" 0 "4357.5"
"2454" "M" 29 "X13" 0 "4413"
"2455" "M" 30 "X13" 1 "4609"
"2456" "M" 31 "X13" 0 "4683.5"
"2457" "M" 32 "X13" 1 "4846.5"
"2458" "M" 33 "X13" 0 "4901"
"2459" "M" 34 "X13" 0 "4863.5"
"2460" "M" 35 "X13" 1 "4711"
"2461" "M" 36 "X13" 1 "4409"
"2462" "M" 37 "X13" 0 "4295.5"
"2463" "M" 38 "X13" 1 "4140"
"2464" "M" 39 "X13" 0 "4023"
